FIPS,qtr,Property,Violence,Drug,Prostitution,pop,med_inc,pct_color,pop_density,Property.k,Violence.k,Drug.k,Prostitution.k,Allcrime,Allcrime.k,group
8031000102,2014.75,28,1,3,0,3272,82917,0.30592909535452323,4448.413487369307,8.557457212713937,0.3056234718826406,0.9168704156479217,0,32,9.7799511002445,3
8031000102,2015,21,5,6,0,3272,82917,0.30592909535452323,4448.413487369307,6.418092909535452,1.528117359413203,1.8337408312958434,0,32,9.7799511002445,3
8031000102,2015.25,25,4,8,0,3272,82917,0.30592909535452323,4448.413487369307,7.640586797066015,1.2224938875305624,2.444987775061125,0,37,11.308068459657703,3
8031000102,2015.5,32,10,4,0,3272,82917,0.30592909535452323,4448.413487369307,9.7799511002445,3.056234718826406,1.2224938875305624,0,46,14.058679706601467,3
8031000102,2015.75,27,4,3,0,3272,82917,0.30592909535452323,4448.413487369307,8.251833740831296,1.2224938875305624,0.9168704156479217,0,34,10.39119804400978,3
8031000102,2016,31,1,2,0,3272,82917,0.30592909535452323,4448.413487369307,9.474327628361857,0.3056234718826406,0.6112469437652812,0,34,10.39119804400978,3
8031000102,2016.25,39,8,1,0,3272,82917,0.30592909535452323,4448.413487369307,11.919315403422983,2.444987775061125,0.3056234718826406,0,48,14.669926650366747,3
8031000102,2016.5,28,6,1,0,3272,82917,0.30592909535452323,4448.413487369307,8.557457212713937,1.8337408312958434,0.3056234718826406,0,35,10.69682151589242,3
8031000102,2016.75,26,5,1,0,3272,82917,0.30592909535452323,4448.413487369307,7.946210268948655,1.528117359413203,0.3056234718826406,0,32,9.7799511002445,3
8031000102,2017,25,9,10,0,3272,82917,0.30592909535452323,4448.413487369307,7.640586797066015,2.750611246943765,3.056234718826406,0,44,13.447432762836186,3
8031000102,2017.25,36,14,6,0,3272,82917,0.30592909535452323,4448.413487369307,11.00244498777506,4.278728606356968,1.8337408312958434,0,56,17.114914425427873,3
8031000102,2017.5,35,7,10,0,3272,82917,0.30592909535452323,4448.413487369307,10.69682151589242,2.139364303178484,3.056234718826406,0,52,15.89242053789731,3
8031000102,2017.75,36,7,3,0,3272,82917,0.30592909535452323,4448.413487369307,11.00244498777506,2.139364303178484,0.9168704156479217,0,46,14.058679706601467,3
8031000102,2018,26,6,8,0,3272,82917,0.30592909535452323,4448.413487369307,7.946210268948655,1.8337408312958434,2.444987775061125,0,40,12.224938875305623,3
8031000102,2018.25,22,3,3,0,3272,82917,0.30592909535452323,4448.413487369307,6.723716381418093,0.9168704156479217,0.9168704156479217,0,28,8.557457212713937,3
8031000102,2018.5,40,5,7,0,3272,82917,0.30592909535452323,4448.413487369307,12.224938875305623,1.528117359413203,2.139364303178484,0,52,15.89242053789731,3
8031000102,2018.75,27,8,5,0,3272,82917,0.30592909535452323,4448.413487369307,8.251833740831296,2.444987775061125,1.528117359413203,0,40,12.224938875305623,3
8031000102,2019,24,6,2,0,3272,82917,0.30592909535452323,4448.413487369307,7.334963325183374,1.8337408312958434,0.6112469437652812,0,32,9.7799511002445,3
8031000102,2019.25,30,5,2,0,3272,82917,0.30592909535452323,4448.413487369307,9.168704156479217,1.528117359413203,0.6112469437652812,0,37,11.308068459657703,3
8031000102,2019.5,31,9,4,0,3272,82917,0.30592909535452323,4448.413487369307,9.474327628361857,2.750611246943765,1.2224938875305624,0,44,13.447432762836186,3
8031000102,2019.75,33,3,5,0,3272,82917,0.30592909535452323,4448.413487369307,10.08557457212714,0.9168704156479217,1.528117359413203,0,41,12.530562347188264,3
8031000102,2020,29,4,6,0,3272,82917,0.30592909535452323,4448.413487369307,8.863080684596577,1.2224938875305624,1.8337408312958434,0,39,11.919315403422983,3
8031000102,2020.25,41,3,1,0,3272,82917,0.30592909535452323,4448.413487369307,12.530562347188264,0.9168704156479217,0.3056234718826406,0,45,13.753056234718827,3
8031000102,2020.5,39,2,2,0,3272,82917,0.30592909535452323,4448.413487369307,11.919315403422983,0.6112469437652812,0.6112469437652812,0,43,13.141809290953546,3
8031000102,2020.75,48,3,3,0,3272,82917,0.30592909535452323,4448.413487369307,14.669926650366747,0.9168704156479217,0.9168704156479217,0,54,16.503667481662593,3
8031000102,2021,47,1,1,0,3272,82917,0.30592909535452323,4448.413487369307,14.364303178484107,0.3056234718826406,0.3056234718826406,0,49,14.97555012224939,3
8031000102,2021.25,45,6,2,0,3272,82917,0.30592909535452323,4448.413487369307,13.753056234718827,1.8337408312958434,0.6112469437652812,0,53,16.198044009779952,3
8031000102,2021.5,49,7,4,0,3272,82917,0.30592909535452323,4448.413487369307,14.97555012224939,2.139364303178484,1.2224938875305624,0,60,18.337408312958434,3
8031000102,2021.75,43,3,3,0,3272,82917,0.30592909535452323,4448.413487369307,13.141809290953546,0.9168704156479217,0.9168704156479217,0,49,14.97555012224939,3
8031000201,2011,18,4,0,0,4082,49342,0.6237138657520823,5023.544537902456,4.409603135717785,0.9799118079372856,0,0,22,5.389514943655071,3
8031000201,2011.25,33,8,0,0,4082,49342,0.6237138657520823,5023.544537902456,8.084272415482607,1.9598236158745712,0,0,41,10.044096031357178,3
8031000201,2011.5,34,7,5,0,4082,49342,0.6237138657520823,5023.544537902456,8.329250367466928,1.7148456638902498,1.224889759921607,0,46,11.268985791278785,3
8031000201,2011.75,29,4,4,0,4082,49342,0.6237138657520823,5023.544537902456,7.1043606075453205,0.9799118079372856,0.9799118079372856,0,37,9.064184223419891,3
8031000201,2012,16,6,2,0,4082,49342,0.6237138657520823,5023.544537902456,3.9196472317491424,1.4698677119059285,0.4899559039686428,0,24,5.879470847623714,3
8031000201,2012.25,27,6,3,0,4082,49342,0.6237138657520823,5023.544537902456,6.614404703576678,1.4698677119059285,0.7349338559529642,0,36,8.81920627143557,3
8031000201,2012.5,31,12,4,0,4082,49342,0.6237138657520823,5023.544537902456,7.594316511513964,2.939735423811857,0.9799118079372856,0,47,11.513963743263107,3
8031000201,2012.75,28,5,5,0,4082,49342,0.6237138657520823,5023.544537902456,6.859382655560999,1.224889759921607,1.224889759921607,0,38,9.309162175404214,3
8031000201,2013,29,3,2,0,4082,49342,0.6237138657520823,5023.544537902456,7.1043606075453205,0.7349338559529642,0.4899559039686428,0,34,8.329250367466928,3
8031000201,2013.25,40,12,8,0,4082,49342,0.6237138657520823,5023.544537902456,9.799118079372857,2.939735423811857,1.9598236158745712,0,60,14.698677119059285,3
8031000201,2013.5,47,11,4,0,4082,49342,0.6237138657520823,5023.544537902456,11.513963743263107,2.6947574718275353,0.9799118079372856,0,62,15.188633023027927,3
8031000201,2013.75,37,13,1,0,4082,49342,0.6237138657520823,5023.544537902456,9.064184223419891,3.1847133757961785,0.2449779519843214,0,51,12.493875551200391,3
8031000201,2014,29,9,1,0,4082,49342,0.6237138657520823,5023.544537902456,7.1043606075453205,2.2048015678588926,0.2449779519843214,0,39,9.554140127388536,3
8031000201,2014.25,29,12,10,0,4082,49342,0.6237138657520823,5023.544537902456,7.1043606075453205,2.939735423811857,2.449779519843214,0,51,12.493875551200391,3
8031000201,2014.5,42,11,7,0,4082,49342,0.6237138657520823,5023.544537902456,10.289073983341499,2.6947574718275353,1.7148456638902498,0,60,14.698677119059285,3
8031000201,2014.75,31,10,2,0,4082,49342,0.6237138657520823,5023.544537902456,7.594316511513964,2.449779519843214,0.4899559039686428,0,43,10.53405193532582,3
8031000201,2015,27,7,8,0,4082,49342,0.6237138657520823,5023.544537902456,6.614404703576678,1.7148456638902498,1.9598236158745712,0,42,10.289073983341499,3
8031000201,2015.25,25,11,5,0,4082,49342,0.6237138657520823,5023.544537902456,6.124448799608035,2.6947574718275353,1.224889759921607,0,41,10.044096031357178,3
8031000201,2015.5,23,10,5,0,4082,49342,0.6237138657520823,5023.544537902456,5.634492895639393,2.449779519843214,1.224889759921607,0,38,9.309162175404214,3
8031000201,2015.75,36,10,6,0,4082,49342,0.6237138657520823,5023.544537902456,8.81920627143557,2.449779519843214,1.4698677119059285,0,52,12.738853503184714,3
8031000201,2016,39,7,5,0,4082,49342,0.6237138657520823,5023.544537902456,9.554140127388536,1.7148456638902498,1.224889759921607,0,51,12.493875551200391,3
8031000201,2016.25,39,10,12,0,4082,49342,0.6237138657520823,5023.544537902456,9.554140127388536,2.449779519843214,2.939735423811857,0,61,14.943655071043606,3
8031000201,2016.5,31,10,10,0,4082,49342,0.6237138657520823,5023.544537902456,7.594316511513964,2.449779519843214,2.449779519843214,0,51,12.493875551200391,3
8031000201,2016.75,20,12,4,0,4082,49342,0.6237138657520823,5023.544537902456,4.899559039686428,2.939735423811857,0.9799118079372856,0,36,8.81920627143557,3
8031000201,2017,40,10,11,0,4082,49342,0.6237138657520823,5023.544537902456,9.799118079372857,2.449779519843214,2.6947574718275353,0,61,14.943655071043606,3
8031000201,2017.25,33,17,10,0,4082,49342,0.6237138657520823,5023.544537902456,8.084272415482607,4.164625183733464,2.449779519843214,0,60,14.698677119059285,3
8031000201,2017.5,37,7,17,0,4082,49342,0.6237138657520823,5023.544537902456,9.064184223419891,1.7148456638902498,4.164625183733464,0,61,14.943655071043606,3
8031000201,2017.75,38,10,7,0,4082,49342,0.6237138657520823,5023.544537902456,9.309162175404214,2.449779519843214,1.7148456638902498,0,55,13.473787359137678,3
8031000201,2018,42,11,8,0,4082,49342,0.6237138657520823,5023.544537902456,10.289073983341499,2.6947574718275353,1.9598236158745712,0,61,14.943655071043606,3
8031000201,2018.25,44,13,6,0,4082,49342,0.6237138657520823,5023.544537902456,10.779029887310141,3.1847133757961785,1.4698677119059285,0,63,15.433610975012249,3
8031000201,2018.5,51,13,4,0,4082,49342,0.6237138657520823,5023.544537902456,12.493875551200391,3.1847133757961785,0.9799118079372856,0,68,16.658500734933856,3
8031000201,2018.75,38,5,8,0,4082,49342,0.6237138657520823,5023.544537902456,9.309162175404214,1.224889759921607,1.9598236158745712,0,51,12.493875551200391,3
8031000201,2019,29,8,3,0,4082,49342,0.6237138657520823,5023.544537902456,7.1043606075453205,1.9598236158745712,0.7349338559529642,0,40,9.799118079372857,3
8031000201,2019.25,37,10,11,0,4082,49342,0.6237138657520823,5023.544537902456,9.064184223419891,2.449779519843214,2.6947574718275353,0,58,14.208721215090641,3
8031000201,2019.5,30,18,10,0,4082,49342,0.6237138657520823,5023.544537902456,7.3493385595296425,4.409603135717785,2.449779519843214,0,58,14.208721215090641,3
8031000201,2019.75,31,2,6,0,4082,49342,0.6237138657520823,5023.544537902456,7.594316511513964,0.4899559039686428,1.4698677119059285,0,39,9.554140127388536,3
8031000201,2020,51,6,5,0,4082,49342,0.6237138657520823,5023.544537902456,12.493875551200391,1.4698677119059285,1.224889759921607,0,62,15.188633023027927,3
8031000201,2020.25,50,3,0,0,4082,49342,0.6237138657520823,5023.544537902456,12.24889759921607,0.7349338559529642,0,0,53,12.983831455169035,3
8031000201,2020.5,63,6,2,0,4082,49342,0.6237138657520823,5023.544537902456,15.433610975012249,1.4698677119059285,0.4899559039686428,0,71,17.39343459088682,3
8031000201,2020.75,62,3,3,0,4082,49342,0.6237138657520823,5023.544537902456,15.188633023027927,0.7349338559529642,0.7349338559529642,0,68,16.658500734933856,3
8031000201,2021,57,12,5,0,4082,49342,0.6237138657520823,5023.544537902456,13.96374326310632,2.939735423811857,1.224889759921607,0,74,18.128368446839783,3
8031000201,2021.25,59,9,8,0,4082,49342,0.6237138657520823,5023.544537902456,14.453699167074964,2.2048015678588926,1.9598236158745712,0,76,18.61832435080843,3
8031000201,2021.5,49,7,4,0,4082,49342,0.6237138657520823,5023.544537902456,12.003919647231749,1.7148456638902498,0.9799118079372856,0,60,14.698677119059285,3
8031000201,2021.75,62,5,3,0,4082,49342,0.6237138657520823,5023.544537902456,15.188633023027927,1.224889759921607,0.7349338559529642,0,70,17.1484566389025,3
8031000202,2011,25,7,3,0,3996,52453,0.5573073073073073,5888.243597006444,6.256256256256257,1.7517517517517518,0.7507507507507507,0,35,8.75875875875876,3
8031000202,2011.25,32,6,2,0,3996,52453,0.5573073073073073,5888.243597006444,8.008008008008009,1.5015015015015014,0.5005005005005005,0,40,10.01001001001001,3
8031000202,2011.5,29,12,4,0,3996,52453,0.5573073073073073,5888.243597006444,7.257257257257257,3.003003003003003,1.001001001001001,0,45,11.26126126126126,3
8031000202,2011.75,38,8,5,0,3996,52453,0.5573073073073073,5888.243597006444,9.50950950950951,2.002002002002002,1.2512512512512513,0,51,12.762762762762764,3
8031000202,2012,19,12,6,0,3996,52453,0.5573073073073073,5888.243597006444,4.754754754754755,3.003003003003003,1.5015015015015014,0,37,9.25925925925926,3
8031000202,2012.25,29,16,1,0,3996,52453,0.5573073073073073,5888.243597006444,7.257257257257257,4.004004004004004,0.2502502502502503,0,46,11.511511511511511,3
8031000202,2012.5,38,8,3,0,3996,52453,0.5573073073073073,5888.243597006444,9.50950950950951,2.002002002002002,0.7507507507507507,0,49,12.262262262262261,3
8031000202,2012.75,39,4,3,0,3996,52453,0.5573073073073073,5888.243597006444,9.75975975975976,1.001001001001001,0.7507507507507507,0,46,11.511511511511511,3
8031000202,2013,20,4,1,0,3996,52453,0.5573073073073073,5888.243597006444,5.005005005005005,1.001001001001001,0.2502502502502503,0,25,6.256256256256257,3
8031000202,2013.25,36,13,4,0,3996,52453,0.5573073073073073,5888.243597006444,9.00900900900901,3.2532532532532534,1.001001001001001,0,53,13.263263263263264,3
8031000202,2013.5,39,13,4,0,3996,52453,0.5573073073073073,5888.243597006444,9.75975975975976,3.2532532532532534,1.001001001001001,0,56,14.014014014014014,3
8031000202,2013.75,33,9,9,0,3996,52453,0.5573073073073073,5888.243597006444,8.258258258258259,2.2522522522522523,2.2522522522522523,0,51,12.762762762762764,3
8031000202,2014,25,24,3,0,3996,52453,0.5573073073073073,5888.243597006444,6.256256256256257,6.006006006006006,0.7507507507507507,0,52,13.013013013013014,3
8031000202,2014.25,37,6,1,0,3996,52453,0.5573073073073073,5888.243597006444,9.25925925925926,1.5015015015015014,0.2502502502502503,0,44,11.01101101101101,3
8031000202,2014.5,30,14,3,0,3996,52453,0.5573073073073073,5888.243597006444,7.5075075075075075,3.5035035035035036,0.7507507507507507,0,47,11.761761761761761,3
8031000202,2014.75,27,13,3,0,3996,52453,0.5573073073073073,5888.243597006444,6.756756756756757,3.2532532532532534,0.7507507507507507,0,43,10.76076076076076,3
8031000202,2015,23,10,16,0,3996,52453,0.5573073073073073,5888.243597006444,5.7557557557557555,2.5025025025025025,4.004004004004004,0,49,12.262262262262261,3
8031000202,2015.25,19,11,2,0,3996,52453,0.5573073073073073,5888.243597006444,4.754754754754755,2.7527527527527527,0.5005005005005005,0,32,8.008008008008009,3
