incident_id,offense,year,date,geo_lon,geo_lat,district_id,precinct_id
20108486,Property,2010,06jan2010,-105.0287,39.710541,4,412
20108295,Property,2010,06jan2010,-104.96605,39.697292,3,312
20108936,Violence,2010,06jan2010,-105.02463,39.733242,1,122
20108296,Property,2010,06jan2010,-104.91787,39.675903,3,323
20108474,Property,2010,06jan2010,-105.01897,39.784378,1,111
20109224,Property,2010,06jan2010,-104.97543,39.700512,3,312
20109268,Property,2010,06jan2010,-105.0352,39.689793,4,421
20109296,Property,2010,06jan2010,-104.97722,39.742718,6,621
20105000213,Property,2010,06jan2010,-104.91146,39.713539,3,321
201011018,Property,2010,07jan2010,-105.03294,39.729523,1,122
201010071,Property,2010,07jan2010,-105.00973,39.777378,1,111
201010490,Property,2010,07jan2010,-105.03226,39.718327,4,411
201010410,Property,2010,07jan2010,-105.04038,39.667885,4,421
20105000258,Property,2010,07jan2010,-104.9887,39.724327,3,311
201010221,Property,2010,07jan2010,-104.85529,39.790752,5,511
20105000249,Property,2010,07jan2010,-104.90585,39.637062,3,324
201010715,Property,2010,07jan2010,-105.03611,39.77692,1,111
201010035,Property,2010,07jan2010,-104.97935,39.757416,2,211
20105000234,Property,2010,07jan2010,-105.04202,39.774708,1,111
201010884,Property,2010,07jan2010,-104.99353,39.727154,1,123
201010466,Property,2010,07jan2010,-104.98721,39.718796,3,311
201010122,Property,2010,07jan2010,-105.04081,39.750153,1,121
20105000225,Property,2010,07jan2010,-104.84573,39.775341,5,521
20109665,Drug,2010,07jan2010,-104.99243,39.737656,6,611
201010638,Property,2010,07jan2010,-104.90179,39.65226,3,324
201010124,Property,2010,07jan2010,-104.86577,39.790016,5,511
201010632,Property,2010,07jan2010,-104.90578,39.643368,3,324
201010629,Violence,2010,07jan2010,-105.02634,39.745758,1,121
201011007,Property,2010,07jan2010,-104.91625,39.650784,3,324
20105000245,Property,2010,07jan2010,-104.93988,39.747059,2,222
20105000233,Property,2010,07jan2010,-104.90585,39.637062,3,324
201010437,Property,2010,07jan2010,-104.90945,39.697098,3,322
20105000222,Property,2010,07jan2010,-105.01682,39.748981,1,123
201010058,Property,2010,07jan2010,-105.00747,39.743511,1,123
201010993,Property,2010,07jan2010,-105.02469,39.706997,4,412
201010018,Property,2010,07jan2010,-104.99576,39.759857,6,612
20105000243,Property,2010,07jan2010,-104.98786,39.747849,6,611
20109698,Drug,2010,07jan2010,-105.02488,39.726162,1,122
20109918,Property,2010,07jan2010,-104.97285,39.739964,6,622
201010413,Property,2010,07jan2010,-104.97672,39.755398,2,211
20105000237,Property,2010,07jan2010,-104.89038,39.624962,3,324
20105000248,Property,2010,07jan2010,-104.89999,39.65863,3,323
201010146,Property,2010,07jan2010,-105.00512,39.709602,4,412
201010879,Property,2010,07jan2010,-104.94,39.665882,3,314
201010571,Property,2010,07jan2010,-104.97904,39.740723,6,621
201010747,Property,2010,07jan2010,-104.99159,39.743053,6,611
201010778,Property,2010,07jan2010,-104.99159,39.743053,6,611
